timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1739553484530,120,HTTP Request - log in,200,OK,Thread Group Load 1-29,text,true,,10213,161,36,36,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,120,utf-8,1,0,PHUONG-ANH,0,92
1739553484518,139,HTTP Request - log in,200,OK,Thread Group Load 1-25,text,true,,10213,161,37,37,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,139,utf-8,1,0,PHUONG-ANH,0,115
1739553484520,139,HTTP Request - log in,200,OK,Thread Group Load 1-26,text,true,,10213,161,38,38,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,139,utf-8,1,0,PHUONG-ANH,0,113
1739553484517,153,HTTP Request - log in,200,OK,Thread Group Load 1-23,text,true,,10213,161,39,39,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,153,utf-8,1,0,PHUONG-ANH,0,120
1739553484516,165,HTTP Request - log in,200,OK,Thread Group Load 1-22,text,true,,10213,161,39,39,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,165,utf-8,1,0,PHUONG-ANH,0,127
1739553484517,166,HTTP Request - log in,200,OK,Thread Group Load 1-24,text,true,,10213,161,39,39,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,166,utf-8,1,0,PHUONG-ANH,0,122
1739553484515,172,HTTP Request - log in,200,OK,Thread Group Load 1-21,text,true,,10213,161,39,39,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,172,utf-8,1,0,PHUONG-ANH,0,132
1739553484554,141,HTTP Request - log in,200,OK,Thread Group Load 1-8,text,true,,10213,161,39,39,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,141,utf-8,1,0,PHUONG-ANH,0,93
1739553484514,183,HTTP Request - log in,200,OK,Thread Group Load 1-20,text,true,,10213,161,38,38,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,183,utf-8,1,0,PHUONG-ANH,0,137
1739553484563,147,HTTP Request - log in,200,OK,Thread Group Load 1-6,text,true,,10213,161,38,38,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,147,utf-8,1,0,PHUONG-ANH,0,93
1739553484561,152,HTTP Request - log in,200,OK,Thread Group Load 1-1,text,true,,10213,161,37,37,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,152,utf-8,1,0,PHUONG-ANH,0,91
1739553484553,167,HTTP Request - log in,200,OK,Thread Group Load 1-30,text,true,,10213,161,36,36,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,167,utf-8,1,0,PHUONG-ANH,0,102
1739553484562,159,HTTP Request - log in,200,OK,Thread Group Load 1-12,text,true,,10213,161,36,36,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,159,utf-8,1,0,PHUONG-ANH,0,93
1739553484570,180,HTTP Request - log in,200,OK,Thread Group Load 1-34,text,true,,10213,161,35,35,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,180,utf-8,1,0,PHUONG-ANH,0,138
1739553484572,191,HTTP Request - log in,200,OK,Thread Group Load 1-10,text,true,,10213,161,35,35,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,191,utf-8,1,0,PHUONG-ANH,0,150
1739553484573,191,HTTP Request - log in,200,OK,Thread Group Load 1-3,text,true,,10213,161,34,34,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,191,utf-8,1,0,PHUONG-ANH,0,149
1739553484577,188,HTTP Request - log in,200,OK,Thread Group Load 1-5,text,true,,10213,161,33,33,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,188,utf-8,1,0,PHUONG-ANH,0,147
1739553484615,151,HTTP Request - log in,200,OK,Thread Group Load 1-13,text,true,,10213,161,32,32,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,151,utf-8,1,0,PHUONG-ANH,0,113
1739553484578,189,HTTP Request - log in,200,OK,Thread Group Load 1-9,text,true,,10213,161,31,31,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,189,utf-8,1,0,PHUONG-ANH,0,150
1739553484474,297,HTTP Request - log in,200,OK,Thread Group Load 1-19,text,true,,10213,161,30,30,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,297,utf-8,1,0,PHUONG-ANH,0,265
1739553484528,245,HTTP Request - log in,200,OK,Thread Group Load 1-27,text,true,,10213,161,30,30,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,245,utf-8,1,0,PHUONG-ANH,0,216
1739553484622,154,HTTP Request - log in,200,OK,Thread Group Load 1-15,text,true,,10213,161,30,30,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,154,utf-8,1,0,PHUONG-ANH,0,126
1739553484626,152,HTTP Request - log in,200,OK,Thread Group Load 1-16,text,true,,10213,161,29,29,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,152,utf-8,1,0,PHUONG-ANH,0,127
1739553484626,154,HTTP Request - log in,200,OK,Thread Group Load 1-17,text,true,,10213,161,28,28,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,154,utf-8,1,0,PHUONG-ANH,0,129
1739553484633,155,HTTP Request - log in,200,OK,Thread Group Load 1-14,text,true,,10213,161,33,33,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,155,utf-8,1,0,PHUONG-ANH,0,129
1739553484641,151,HTTP Request - log in,200,OK,Thread Group Load 1-47,text,true,,10213,161,33,33,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,151,utf-8,1,0,PHUONG-ANH,0,125
1739553484642,151,HTTP Request - log in,200,OK,Thread Group Load 1-33,text,true,,10213,161,33,33,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,151,utf-8,1,0,PHUONG-ANH,0,124
1739553484643,156,HTTP Request - log in,200,OK,Thread Group Load 1-32,text,true,,10213,161,34,34,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,156,utf-8,1,0,PHUONG-ANH,0,127
1739553484644,156,HTTP Request - log in,200,OK,Thread Group Load 1-4,text,true,,10213,161,34,34,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,156,utf-8,1,0,PHUONG-ANH,0,128
1739553484647,153,HTTP Request - log in,200,OK,Thread Group Load 1-11,text,true,,10213,161,34,34,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,153,utf-8,1,0,PHUONG-ANH,0,126
1739553484648,155,HTTP Request - log in,200,OK,Thread Group Load 1-7,text,true,,10213,161,32,32,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,155,utf-8,1,0,PHUONG-ANH,0,128
1739553484648,155,HTTP Request - log in,200,OK,Thread Group Load 1-2,text,true,,10213,161,32,32,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,155,utf-8,1,0,PHUONG-ANH,0,127
1739553484646,158,HTTP Request - log in,200,OK,Thread Group Load 1-28,text,true,,10213,161,30,30,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,158,utf-8,1,0,PHUONG-ANH,0,128
1739553484650,156,HTTP Request - log in,200,OK,Thread Group Load 1-18,text,true,,10213,161,29,29,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,156,utf-8,1,0,PHUONG-ANH,0,127
1739553484654,154,HTTP Request - log in,200,OK,Thread Group Load 1-54,text,true,,10213,161,28,28,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,154,utf-8,1,0,PHUONG-ANH,0,125
1739553484650,163,HTTP Request - log in,200,OK,Thread Group Load 1-29,text,true,,10213,161,28,28,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,163,utf-8,1,0,PHUONG-ANH,0,129
1739553484655,159,HTTP Request - log in,200,OK,Thread Group Load 1-31,text,true,,10213,161,27,27,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,159,utf-8,1,0,PHUONG-ANH,0,127
1739553484660,155,HTTP Request - log in,200,OK,Thread Group Load 1-26,text,true,,10213,161,27,27,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,155,utf-8,1,0,PHUONG-ANH,0,123
1739553484658,160,HTTP Request - log in,200,OK,Thread Group Load 1-35,text,true,,10213,161,26,26,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,160,utf-8,1,0,PHUONG-ANH,0,127
1739553484658,165,HTTP Request - log in,200,OK,Thread Group Load 1-25,text,true,,10213,161,26,26,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,165,utf-8,1,0,PHUONG-ANH,0,136
1739553484682,142,HTTP Request - log in,200,OK,Thread Group Load 1-22,text,true,,10213,161,25,25,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,142,utf-8,1,0,PHUONG-ANH,0,113
1739553484661,163,HTTP Request - log in,200,OK,Thread Group Load 1-36,text,true,,10213,161,25,25,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,163,utf-8,1,0,PHUONG-ANH,0,132
1739553484671,154,HTTP Request - log in,200,OK,Thread Group Load 1-23,text,true,,10213,161,24,24,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,154,utf-8,1,0,PHUONG-ANH,0,124
1739553484683,152,HTTP Request - log in,200,OK,Thread Group Load 1-24,text,true,,10213,161,23,23,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,152,utf-8,1,0,PHUONG-ANH,0,123
1739553484688,148,HTTP Request - log in,200,OK,Thread Group Load 1-21,text,true,,10213,161,22,22,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,148,utf-8,1,0,PHUONG-ANH,0,118
1739553484698,142,HTTP Request - log in,200,OK,Thread Group Load 1-20,text,true,,10213,161,21,21,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,142,utf-8,1,0,PHUONG-ANH,0,111
1739553484720,146,HTTP Request - log in,200,OK,Thread Group Load 1-30,text,true,,10213,161,20,20,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,146,utf-8,1,0,PHUONG-ANH,0,102
1739553484751,126,HTTP Request - log in,200,OK,Thread Group Load 1-34,text,true,,10213,161,19,19,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,126,utf-8,1,0,PHUONG-ANH,0,90
1739553484772,129,HTTP Request - log in,200,OK,Thread Group Load 1-19,text,true,,10213,161,24,24,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,129,utf-8,1,0,PHUONG-ANH,0,104
1739553484782,123,HTTP Request - log in,200,OK,Thread Group Load 1-64,text,true,,10213,161,25,25,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,123,utf-8,1,0,PHUONG-ANH,0,96
1739553484781,125,HTTP Request - log in,200,OK,Thread Group Load 1-63,text,true,,10213,161,25,25,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,125,utf-8,1,0,PHUONG-ANH,0,97
1739553484774,132,HTTP Request - log in,200,OK,Thread Group Load 1-27,text,true,,10213,161,25,25,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,132,utf-8,1,0,PHUONG-ANH,0,104
1739553484784,123,HTTP Request - log in,200,OK,Thread Group Load 1-37,text,true,,10213,161,24,24,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,123,utf-8,1,0,PHUONG-ANH,0,95
1739553484781,127,HTTP Request - log in,200,OK,Thread Group Load 1-61,text,true,,10213,161,24,24,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,127,utf-8,1,0,PHUONG-ANH,0,101
1739553484790,124,HTTP Request - log in,200,OK,Thread Group Load 1-40,text,true,,10213,161,32,32,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,124,utf-8,1,0,PHUONG-ANH,0,99
1739553484786,129,HTTP Request - log in,200,OK,Thread Group Load 1-39,text,true,,10213,161,33,33,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,129,utf-8,1,0,PHUONG-ANH,0,105
1739553484793,128,HTTP Request - log in,200,OK,Thread Group Load 1-33,text,true,,10213,161,33,33,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,128,utf-8,1,0,PHUONG-ANH,0,102
1739553484787,135,HTTP Request - log in,200,OK,Thread Group Load 1-38,text,true,,10213,161,32,32,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,135,utf-8,1,0,PHUONG-ANH,0,108
1739553484792,135,HTTP Request - log in,200,OK,Thread Group Load 1-47,text,true,,10213,161,32,32,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,135,utf-8,1,0,PHUONG-ANH,0,107
1739553484800,132,HTTP Request - log in,200,OK,Thread Group Load 1-32,text,true,,10213,161,31,31,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,132,utf-8,1,0,PHUONG-ANH,0,101
1739553484795,140,HTTP Request - log in,200,OK,Thread Group Load 1-41,text,true,,10213,161,30,30,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,140,utf-8,1,0,PHUONG-ANH,0,106
1739553484814,129,HTTP Request - log in,200,OK,Thread Group Load 1-31,text,true,,10213,161,30,30,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,129,utf-8,1,0,PHUONG-ANH,0,95
1739553484808,136,HTTP Request - log in,200,OK,Thread Group Load 1-54,text,true,,10213,161,29,29,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,136,utf-8,1,0,PHUONG-ANH,0,101
1739553484819,127,HTTP Request - log in,200,OK,Thread Group Load 1-35,text,true,,10213,161,28,28,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,127,utf-8,1,0,PHUONG-ANH,0,93
1739553484825,225,HTTP Request - log in,200,OK,Thread Group Load 1-36,text,true,,10213,161,42,42,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,225,utf-8,1,0,PHUONG-ANH,0,103
1739553484798,267,HTTP Request - log in,200,OK,Thread Group Load 1-42,text,true,,10213,161,48,48,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,267,utf-8,1,0,PHUONG-ANH,0,242
1739553484910,183,HTTP Request - log in,200,OK,Thread Group Load 1-52,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,183,utf-8,1,0,PHUONG-ANH,0,148
1739553484907,187,HTTP Request - log in,200,OK,Thread Group Load 1-37,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,187,utf-8,1,0,PHUONG-ANH,0,152
1739553484909,185,HTTP Request - log in,200,OK,Thread Group Load 1-61,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,185,utf-8,1,0,PHUONG-ANH,0,149
1739553484911,184,HTTP Request - log in,200,OK,Thread Group Load 1-53,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,184,utf-8,1,0,PHUONG-ANH,0,158
1739553484905,191,HTTP Request - log in,200,OK,Thread Group Load 1-64,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,191,utf-8,1,0,PHUONG-ANH,0,165
1739553484906,190,HTTP Request - log in,200,OK,Thread Group Load 1-63,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,190,utf-8,1,0,PHUONG-ANH,0,166
1739553484904,207,HTTP Request - log in,200,OK,Thread Group Load 1-51,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,207,utf-8,1,0,PHUONG-ANH,0,179
1739553484903,210,HTTP Request - log in,200,OK,Thread Group Load 1-50,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,210,utf-8,1,0,PHUONG-ANH,0,181
1739553484900,213,HTTP Request - log in,200,OK,Thread Group Load 1-49,text,true,,10213,161,50,50,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,213,utf-8,1,0,PHUONG-ANH,0,189
1739553484894,368,HTTP Request - log in,200,OK,Thread Group Load 1-45,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,368,utf-8,1,0,PHUONG-ANH,0,328
1739553484891,374,HTTP Request - log in,200,OK,Thread Group Load 1-43,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,374,utf-8,1,0,PHUONG-ANH,0,330
1739553484892,376,HTTP Request - log in,200,OK,Thread Group Load 1-44,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,376,utf-8,1,0,PHUONG-ANH,0,331
1739553484922,376,HTTP Request - log in,200,OK,Thread Group Load 1-38,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,376,utf-8,1,0,PHUONG-ANH,0,348
1739553484916,386,HTTP Request - log in,200,OK,Thread Group Load 1-39,text,true,,10213,161,97,97,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,386,utf-8,1,0,PHUONG-ANH,0,359
1739553484914,390,HTTP Request - log in,200,OK,Thread Group Load 1-60,text,true,,10213,161,97,97,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,390,utf-8,1,0,PHUONG-ANH,0,362
1739553484913,391,HTTP Request - log in,200,OK,Thread Group Load 1-57,text,true,,10213,161,97,97,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,391,utf-8,1,0,PHUONG-ANH,0,363
1739553485017,288,HTTP Request - log in,200,OK,Thread Group Load 1-124,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,288,utf-8,1,0,PHUONG-ANH,0,87
1739553484935,371,HTTP Request - log in,200,OK,Thread Group Load 1-41,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,371,utf-8,1,0,PHUONG-ANH,0,177
1739553485025,282,HTTP Request - log in,200,OK,Thread Group Load 1-123,text,true,,10213,161,97,97,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,282,utf-8,1,0,PHUONG-ANH,0,87
1739553485009,298,HTTP Request - log in,200,OK,Thread Group Load 1-126,text,true,,10213,161,97,97,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,298,utf-8,1,0,PHUONG-ANH,0,93
1739553485023,285,HTTP Request - log in,200,OK,Thread Group Load 1-129,text,true,,10213,161,97,97,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,285,utf-8,1,0,PHUONG-ANH,0,88
1739553485178,132,HTTP Request - log in,200,OK,Thread Group Load 1-101,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,132,utf-8,1,0,PHUONG-ANH,0,104
1739553485181,129,HTTP Request - log in,200,OK,Thread Group Load 1-92,text,true,,10213,161,98,98,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,129,utf-8,1,0,PHUONG-ANH,0,101
1739553485008,305,HTTP Request - log in,200,OK,Thread Group Load 1-62,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,305,utf-8,1,0,PHUONG-ANH,0,91
1739553485014,300,HTTP Request - log in,200,OK,Thread Group Load 1-127,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,300,utf-8,1,0,PHUONG-ANH,0,93
1739553485181,136,HTTP Request - log in,200,OK,Thread Group Load 1-90,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,136,utf-8,1,0,PHUONG-ANH,0,109
1739553484914,403,HTTP Request - log in,200,OK,Thread Group Load 1-59,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,403,utf-8,1,0,PHUONG-ANH,0,376
1739553485019,299,HTTP Request - log in,200,OK,Thread Group Load 1-128,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,299,utf-8,1,0,PHUONG-ANH,0,82
1739553484913,409,HTTP Request - log in,200,OK,Thread Group Load 1-55,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,409,utf-8,1,0,PHUONG-ANH,0,369
1739553485007,319,HTTP Request - log in,200,OK,Thread Group Load 1-125,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,319,utf-8,1,0,PHUONG-ANH,0,89
1739553485007,321,HTTP Request - log in,200,OK,Thread Group Load 1-56,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,321,utf-8,1,0,PHUONG-ANH,0,88
1739553484897,437,HTTP Request - log in,200,OK,Thread Group Load 1-48,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,436,utf-8,1,0,PHUONG-ANH,0,198
1739553484896,439,HTTP Request - log in,200,OK,Thread Group Load 1-46,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,439,utf-8,1,0,PHUONG-ANH,0,198
1739553485181,155,HTTP Request - log in,200,OK,Thread Group Load 1-91,text,true,,10213,161,101,101,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,155,utf-8,1,0,PHUONG-ANH,0,111
1739553485183,157,HTTP Request - log in,200,OK,Thread Group Load 1-81,text,true,,10213,161,102,102,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,157,utf-8,1,0,PHUONG-ANH,0,109
1739553485178,162,HTTP Request - log in,200,OK,Thread Group Load 1-102,text,true,,10213,161,102,102,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,162,utf-8,1,0,PHUONG-ANH,0,114
1739553485178,163,HTTP Request - log in,200,OK,Thread Group Load 1-98,text,true,,10213,161,102,102,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,163,utf-8,1,0,PHUONG-ANH,0,114
1739553485182,169,HTTP Request - log in,200,OK,Thread Group Load 1-83,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,169,utf-8,1,0,PHUONG-ANH,0,115
1739553485185,166,HTTP Request - log in,200,OK,Thread Group Load 1-80,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,166,utf-8,1,0,PHUONG-ANH,0,112
1739553485181,171,HTTP Request - log in,200,OK,Thread Group Load 1-93,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,171,utf-8,1,0,PHUONG-ANH,0,115
1739553485182,170,HTTP Request - log in,200,OK,Thread Group Load 1-85,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,170,utf-8,1,0,PHUONG-ANH,0,115
1739553485185,167,HTTP Request - log in,200,OK,Thread Group Load 1-78,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,167,utf-8,1,0,PHUONG-ANH,0,116
1739553485179,174,HTTP Request - log in,200,OK,Thread Group Load 1-99,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,174,utf-8,1,0,PHUONG-ANH,0,117
1739553485185,168,HTTP Request - log in,200,OK,Thread Group Load 1-73,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,168,utf-8,1,0,PHUONG-ANH,0,124
1739553485185,169,HTTP Request - log in,200,OK,Thread Group Load 1-72,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,169,utf-8,1,0,PHUONG-ANH,0,112
1739553485184,170,HTTP Request - log in,200,OK,Thread Group Load 1-79,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,170,utf-8,1,0,PHUONG-ANH,0,114
1739553485186,168,HTTP Request - log in,200,OK,Thread Group Load 1-74,text,true,,10213,161,111,111,https://demox.nextx.vn/auth/login?username=admin&password=1234%24,,168,utf-8,1,0,PHUONG-ANH,0,118
